id,name,SSN,date,loan_amt,amt_due,amt_paid,statecode,age,married,educ,W2inc_m1,W2inc_m2,taxdependent,creditscore,asset,debt,unemprate,avg_homeprice,type
378,Michele Schneider,145-369-531,04-06-2020,43400,57396,28210,04,33,1,1,51374.18,50815.465,3,637,54400,0,6.52,196828,54.437149
379,Dustin Mack,773-371-504,07-04-2020,45300,59909,21097,02,36,0,3,15838.138,0,0,557,35400,129900,6.3099999,214665,32.335987
380,Elmer Poole,923-237-323,05-02-2020,42200,55809,25467,03,39,0,2,41149.152,38775.379,0,614,47000,68800,6.23,204731,48.340096
381,Susie Wheeler,621-463-311,04-07-2020,43400,57396,31875,03,24,0,2,54774.758,29797.418,0,603,45900,0,6.2600002,185062,58.02206
382,Karl Delgado,830-425-740,05-02-2020,44800,59247,59247,04,31,0,2,19923.738,44789.277,0,573,40200,64400,6.1300001,190334,34.097473
383,Hope Rodriguez,239-872-685,06-06-2020,42000,55544,55544,05,40,1,1,32451.781,32585.369,3,637,33200,156900,6.7399998,196949,41.587376
384,Sherri Wilkerson,465-994-098,03-02-2020,41800,55280,23603,04,40,0,3,34301.516,35521.098,0,645,53900,32900,6.79,194840,43.484463
385,Terence Benson,698-766-762,05-06-2020,43100,56999,32035,02,35,0,2,52785.996,48409.133,0,651,47300,0,6.5900002,232261,57.254745
386,Aaron Guzman,513-720-475,06-04-2020,42500,56206,56206,02,30,1,2,66251.945,67958.711,3,637,40900,22800,7.0300002,163975,65.978424
387,Leonard Potter,863-342-997,06-02-2020,43100,56999,33298,04,42,1,2,53526.383,55525.215,1,694,65700,0,6.6900001,191861,56.166512
388,Erik Sanchez,255-520-136,09-05-2020,44300,58586,58586,04,38,1,2,18182.279,0,1,557,37100,0,5.8200002,173544,32.664421
389,Perry Pope,013-305-951,07-01-2020,49100,64934,21711,05,32,0,1,11039.901,26609.242,0,545,47800,145000,7.02,192281,27.384687
390,Orlando Conner,755-373-687,06-02-2020,48400,64008,64008,02,40,1,2,78527.984,84951.313,0,770,44200,25700,6.7399998,182290,73.991669
391,Donna Watson,761-176-409,05-01-2020,42200,55809,31141,01,36,1,2,31556.426,25071.01,0,651,46800,91000,6.4499998,184338,43.781036
392,Samantha Robinson,214-428-902,02-04-2020,49000,64802,18325,01,40,1,2,8878.9053,17623.563,3,553,41600,163400,7.1999998,191233,28.477472
393,Carrie Drake,395-930-820,05-05-2020,43900,58057,58057,04,31,0,3,56518.41,71429.406,0,658,37800,164300,6.1399999,184031,58.44302
394,Kathryn Willis,464-066-949,05-07-2020,45900,60702,60702,03,31,1,2,77316.313,86802.781,1,757,47700,0,6.0300002,187672,72.665199
395,Malcolm Munoz,157-889-630,06-07-2020,42200,55809,22896,02,39,1,2,27184.443,12688.899,1,589,49500,0,6.5900002,195863,40.263165
396,Alton Armstrong,324-451-814,07-03-2020,42300,55941,55941,01,30,0,3,38339.098,39429.426,0,604,41400,3100,7.1399999,174083,48.68203
397,Elsie Harvey,814-088-950,07-04-2020,46600,61628,61628,03,41,0,2,70291.602,77970.961,0,763,43800,0,6.5,233288,68.138435
398,Peter Medina,063-276-875,04-06-2020,55300,73134,73134,05,36,1,2,0,13224.718,0,507,37800,61800,6.7399998,203437,19.630869
399,Natasha Gibson,099-535-642,04-01-2020,49600,65595,65595,04,25,0,3,88843.852,80596.867,0,708,40200,2700,6.48,209502,80.110733
400,Russell Wolfe,022-457-863,09-04-2020,42600,56338,56338,05,39,0,2,46771.77,38650.098,0,690,58300,0,5.8800001,196404,51.125072
401,Clark Shelton,888-710-607,02-05-2020,47200,62421,62421,03,30,1,2,72316.438,52788.957,0,673,45100,70900,7.6999998,191664,69.554909
402,Ricardo Lee,102-490-169,03-05-2020,46300,61231,61231,05,36,1,3,64241.57,66686.328,3,702,46000,0,7.1199999,206831,62.446072
403,Shawna Gonzalez,942-305-172,05-06-2020,44800,59247,30162,01,33,0,2,60809.734,74924.25,0,611,37000,0,6.2399998,182190,63.040356
404,Sergio Porter,906-594-903,05-03-2020,41400,54751,54751,05,40,0,2,35326.223,53501.32,0,624,42900,43700,5.9299998,177642,43.689354
405,Lyle Black,303-540-255,06-06-2020,45000,59512,42919,03,32,0,2,65565.836,67662.625,0,704,61400,170200,6.6100001,185408,65.163101
406,Gayle Wagner,561-043-241,04-04-2020,53000,70092,70092,03,39,1,2,82960.25,85922.828,1,788,49300,0,6.5700002,182134,76.454399
407,Leroy Steele,432-633-979,09-06-2020,42500,56206,56206,01,26,0,2,26848.957,20832.277,0,613,36300,0,6.0500002,173265,40.604168
408,Jaime Wolfe,991-461-228,06-02-2020,43000,56867,37842,05,35,0,2,67795.391,65787.852,0,695,45700,0,6.9699998,185816,65.411766
409,Marjorie Mendoza,544-148-321,03-02-2020,42200,55809,55809,04,38,0,2,35414.324,51510.344,0,621,45600,0,7.1999998,198829,44.165684
410,Faith Bennett,186-655-835,06-04-2020,42000,55544,25526,02,31,1,3,35341.363,16508.428,3,581,47200,41300,6.6900001,184767,45.635052
411,Nettie George,931-988-383,07-05-2020,41800,55280,18974,03,41,1,2,23710.021,14692.692,1,558,33300,0,6.8499999,194224,36.986206
412,Taylor Gregory,039-386-584,03-01-2020,46500,61496,61496,04,32,1,2,78962.742,75781.508,1,674,45300,145100,7.3499999,199107,73.552208
413,Seth Chavez,461-856-258,06-05-2020,41800,55280,16991,05,31,0,2,21421.287,35369.914,0,481,54700,51600,6.5100002,182813,34.430359
414,Zachary Meyer,699-891-984,07-04-2020,42700,56470,56470,02,27,0,2,45633.094,48734.023,0,570,39100,0,6.73,208879,52.463108
415,Joe Montgomery,352-982-652,07-04-2020,41700,55148,23527,04,34,1,2,35064.172,34720.277,0,618,27900,0,6.79,193046,44.066898
416,Tricia Turner,000-970-397,07-07-2020,43300,57264,18915,04,32,0,2,22119.799,36530.168,0,517,33300,211400,6.6599998,191559,35.597153
417,Ben Jennings,844-798-340,02-07-2020,42600,56338,23271,01,38,1,2,23700.025,0,1,610,33900,117600,7.4200001,202837,38.487999
418,Gerardo Holloway,782-844-196,11-04-2020,42300,55941,26075,03,35,1,2,33409.254,13548.822,3,577,51400,17700,5.9899998,181875,43.6506
419,Rosemarie Garner,047-186-642,07-03-2020,44500,58851,58851,04,34,1,2,63487.578,52906.406,1,688,46100,0,6.46,195507,63.295971
420,Warren Houston,766-827-092,05-06-2020,48000,63479,23496,04,32,1,2,8631.3926,8521.8662,1,522,42400,0,6.6799998,201464,26.385597
421,Fred Fisher,375-657-927,07-03-2020,41800,55280,55280,03,32,0,2,32195.365,41681.992,0,631,46300,13400,6.52,168295,42.741806
422,Troy Jones,130-226-775,09-06-2020,41500,54883,27218,01,26,0,2,30586.07,20242.652,0,565,38700,12300,5.9400001,183752,43.186039
423,Shannon Castillo,714-319-653,07-02-2020,45600,60305,19249,02,28,1,2,10778.502,7174.6304,1,487,43900,0,6.9899998,196892,28.816126
424,Martin Adams,891-039-711,06-02-2020,42800,56602,27640,02,40,0,2,45712.992,31380.391,0,665,68400,34200,6.6700001,167982,52.949711
425,Vivian Potter,311-328-742,04-05-2020,54000,71414,71414,04,40,1,3,100150.72,99605.719,0,819,53300,0,6.3200002,196185,87.7276
426,Sandra Quinn,776-451-625,09-06-2020,49500,65463,65463,01,36,1,2,76985.398,84911.5,2,723,51000,66400,6.1399999,206784,74.367844
427,Elsa Daniels,947-046-190,07-01-2020,41800,55280,24767,01,27,1,2,24565.57,11945.936,1,535,69800,21100,6.8800001,191096,39.25528
428,Luther Hines,861-420-453,07-03-2020,55500,73398,24876,02,30,1,2,0,0,1,520,36900,72400,6.6799998,198696,19.26223
429,Sidney Jackson,022-921-297,03-02-2020,42700,56470,56470,02,40,1,2,28705.49,44365.82,0,585,47800,19900,7.1700001,189562,40.991512
430,Shawn Cobb,763-620-074,05-07-2020,42000,55544,55544,05,30,1,2,36693.77,65336.875,3,568,43700,89400,6.4400001,180521,44.216484
431,Clara Jefferson,840-583-759,09-02-2020,42000,55544,24294,04,35,0,2,35706.547,32690.104,0,608,41900,36200,5.8899999,199280,44.90081
432,Marta Holt,803-373-451,03-02-2020,47100,62289,62289,02,29,0,2,70197.008,79955.445,0,670,53000,0,7.1799998,185830,68.59803
433,Herman Moss,115-749-503,03-06-2020,42100,55677,55677,01,36,1,2,36109.32,32824.172,0,605,50500,8700,7.0900002,162492,46.831192
434,Kristina Ortega,660-877-725,10-05-2020,48000,63479,63479,04,27,0,2,77023.758,89646.273,0,695,46000,72300,6.0300002,180182,72.071594
435,Jackie Sharp,923-710-028,07-04-2020,42200,55809,55809,02,32,0,3,39115.387,36963.922,0,578,43700,61000,6.6900001,181563,48.047073
436,Johnny Caldwell,415-117-619,10-03-2020,44300,58586,36238,03,35,1,3,61552.402,50980.332,0,678,37700,0,5.6199999,183518,62.309208
437,Gabriel Fuller,382-680-504,04-07-2020,44700,59115,59115,03,34,1,3,59096.77,70893.516,1,656,56100,0,6.4099998,214446,60.898449
438,Courtney Bowen,116-667-670,08-04-2020,42800,56602,23830,05,39,0,2,26145.191,0,0,580,51000,100100,5.9099998,209638,37.479733
439,Rene Graves,564-338-755,06-04-2020,42200,55809,20415,05,26,1,2,38956.859,45436.055,2,516,28700,124000,6.9400001,209381,46.227436
440,Cary Yates,955-561-747,08-01-2020,43300,57264,57264,01,25,1,2,49914.297,43715.398,3,523,55800,287300,6.4200001,218289,55.755417
441,Kirk Patterson,458-979-208,07-04-2020,44300,58586,58586,05,31,0,2,64007.91,93338.508,0,624,61900,23900,6.46,179329,62.666542
442,Frankie Graham,264-228-611,07-05-2020,42300,55941,24510,05,35,0,2,42713.75,61686.477,0,598,35400,57800,6.46,176031,48.624245
443,Maria Duncan,340-208-683,05-04-2020,48200,63744,63744,01,30,0,2,64227.555,49093.891,0,598,39000,0,6.0999999,185627,65.583664
444,Marlene Bryan,919-793-557,06-05-2020,42400,56073,56073,01,33,1,2,41423.617,73410.016,2,654,49000,0,6.4000001,184409,50.182045
445,Bryant Craig,453-186-289,07-06-2020,42600,56338,20590,05,32,0,2,26767.373,47421.41,0,562,37900,0,6.6700001,213265,38.149628
446,Lorraine Dawson,602-527-720,04-07-2020,41400,54751,15582,05,33,0,2,23209.539,35538.531,0,515,37200,0,6.3499999,161027,35.311829
447,Brenda Moore,384-054-876,07-02-2020,45000,59512,59512,03,29,0,2,71908.898,59021.086,0,690,53300,1900,6.4000001,166818,69.203896
448,Lucia Payne,876-279-427,08-07-2020,43200,57131,21085,03,33,0,3,25238.377,8751.7178,0,544,51100,0,6.4499998,191483,37.76659
449,Naomi Young,369-110-599,03-06-2020,44200,58454,58454,01,33,1,2,56411.848,46059.293,1,687,42600,0,6.9899998,206891,60.489212
450,Agnes Stokes,138-743-178,06-01-2020,42600,56338,26814,02,34,0,2,44336.891,43552.027,0,619,62200,123800,6.9299998,168165,51.439919
451,Jesus Walker,137-173-588,08-02-2020,47200,62421,49194,01,33,1,3,80831.906,73241.414,3,749,46500,70300,6.5500002,182166,76.301178
452,Tracey Stephens,682-954-005,05-01-2020,49600,65595,65595,03,38,1,2,70955.336,43276.836,2,707,35800,0,6.2600002,174768,68.460419
453,Amy Mills,485-255-780,04-01-2020,44300,58586,33343,01,31,1,2,54713.168,65941.008,0,650,53100,0,6.54,186021,58.951447
454,Saul Spencer,855-348-928,08-03-2020,44700,59115,59115,05,32,0,2,66451.047,74736.594,0,670,38600,29900,6.27,200519,64.440948
455,Isaac Colon,574-140-849,04-07-2020,48800,64537,64537,04,41,1,2,75330.438,65827.969,3,784,49600,185400,6.6199999,191211,71.030136
456,Lauren Robbins,372-521-184,05-07-2020,50700,67050,13346,02,33,1,3,0,5433.0913,3,450,48100,0,6.04,191484,21.286835
457,Conrad Munoz,589-097-784,03-01-2020,42100,55677,20354,04,30,1,3,35988.535,58432.785,2,496,30800,19700,7,194614,44.655201
458,Rosie Sherman,826-514-139,05-04-2020,42100,55677,55677,03,33,1,1,33840.164,27217.535,0,659,44300,72700,6.3299999,171753,44.171726
459,Maggie Wallace,077-479-769,03-01-2020,42300,55941,55941,05,35,0,2,43062.125,51678.293,0,657,49900,32100,6.8499999,185659,48.61042
460,Shane Jacobs,518-568-943,08-06-2020,43200,57131,33356,05,35,1,3,58339.613,52496.43,0,682,50200,0,6.3200002,200781,58.860481
461,Kate Larson,159-545-514,05-05-2020,41900,55412,26659,04,31,0,2,36969.691,28237.898,0,618,48600,66300,6.2199998,198320,45.540329
462,Damon Rose,992-345-209,10-04-2020,40800,53957,53957,04,39,0,3,16272.134,11263.442,0,579,44300,21900,5.98,186255,31.569868
463,Sandy Hopkins,144-356-318,05-01-2020,43200,57131,37600,01,38,0,2,48406.867,62889.043,0,704,40200,0,6.3800001,176272,54.925449
464,Erin Snyder,102-580-393,06-02-2020,49800,65860,65860,04,37,1,1,75380.57,94554.523,2,728,41000,169700,6.8600001,182346,70.625969
465,Lola Summers,445-018-011,04-07-2020,45100,59644,59644,02,37,1,2,58390.543,4507.2827,1,666,57000,0,6.4000001,199570,60.93576
466,Terrance Schultz,503-601-143,01-03-2020,44100,58322,38740,04,46,1,2,69288.258,62165.855,2,770,38300,0,7.27,184315,66.778954
467,Tami Mason,925-060-804,06-07-2020,42300,55941,23212,02,38,0,1,30586.842,28315.729,0,600,46200,0,6.5799999,179018,42.367668
468,June Wilkerson,646-530-229,08-07-2020,42600,56338,56338,01,33,1,1,43389.715,63968.605,1,612,48800,0,6.5799999,199079,51.884594
469,Eileen Farmer,228-587-269,03-06-2020,46700,61760,61760,04,32,1,3,66374.102,70863.938,2,718,44100,3600,7.1100001,167482,65.016869
470,Joanne Ball,759-371-795,07-02-2020,49400,65331,47201,03,39,1,2,76579.641,67817.625,0,745,54100,0,6.5599999,208732,72.421631
471,Kelly Reed,925-817-677,08-04-2020,43300,57264,57264,05,34,1,3,56900.383,57337.273,1,657,38400,0,6.4899998,179217,57.910187
472,Rafael Mcgee,205-311-945,08-01-2020,44100,58322,58322,04,28,1,2,58533.961,46838.086,3,639,38600,0,6.21,161451,59.323181
473,Roger Richardson,361-665-661,05-07-2020,44800,59247,59247,03,37,1,2,68349.688,65856.891,0,746,34300,0,6.2600002,174435,67.053474
474,Dewey Griffith,576-641-173,07-07-2020,43200,57131,28052,04,38,1,1,26445.357,33116.332,0,637,50800,53200,6.5500002,213420,38.132423
475,Melody Rodriguez,484-264-078,07-01-2020,44100,58322,58322,04,36,1,2,57713.48,57539.082,2,706,31300,0,6.5300002,207464,59.031952
476,Bobby Harmon,734-764-710,05-07-2020,44400,58718,33022,05,37,0,2,57161.262,66644.719,0,659,50500,0,6.04,177626,58.418739
477,Muriel Owen,025-262-439,03-07-2020,46900,62025,62025,02,32,0,1,13270.002,17027.209,0,539,53100,120400,6.9699998,185098,30.960329
478,Jimmie Hogan,537-491-245,03-02-2020,42100,55677,20359,03,36,1,2,36294.988,51399,3,603,49400,82000,7.3099999,205579,45.484688
479,Thomas Barton,646-672-677,04-03-2020,42700,56470,56470,01,39,1,2,45052.48,45633.355,1,636,48700,23000,6.25,163088,52.362778
480,Carrie Jenkins,862-250-338,08-04-2020,42500,56206,56206,01,34,0,2,41695.918,45845.875,0,605,35200,96900,6.4099998,200479,50.636665
481,Kendra Pierce,179-356-244,06-02-2020,61100,80804,17894,03,32,1,2,0,0,2,499,29000,0,6.6599998,208532,18.243534
482,Blanche Diaz,978-644-354,09-02-2020,46700,61760,22413,01,41,1,2,9721.6377,34142.305,1,548,46400,0,5.8800001,178405,28.884266
483,Wallace Drake,224-069-380,05-01-2020,41800,55280,55280,03,30,1,2,30180.852,30718.916,1,659,43900,125500,6.0300002,196742,41.278233
484,Cindy Austin,192-390-753,04-06-2020,43700,57793,30117,05,38,1,2,54930.258,22866.703,1,674,62500,72300,6.3800001,194224,56.482525
485,Christopher Rice,573-737-153,07-03-2020,41900,55412,26053,03,39,0,2,35911.211,22306.525,0,618,43400,4800,6.52,186789,45.384659
486,Joy Woods,096-663-366,08-03-2020,52000,68769,68769,05,37,0,2,102572.17,94473.594,0,853,47800,50900,6.3400002,193105,88.59095
487,Spencer Hayes,585-427-131,05-06-2020,42400,56073,56073,05,33,0,2,44291.242,37640.754,0,587,42100,1900,6.3499999,183597,49.559929
488,Johnnie Collins,010-237-352,08-04-2020,43400,57396,20951,04,36,1,2,18626.971,30584.295,2,539,56200,67100,6.4400001,184616,32.860241
489,Harvey Peters,328-385-262,07-04-2020,45800,60570,60570,05,35,0,2,77537.547,55471.227,0,715,45900,0,6.6399999,204517,71.627266
490,Ginger Howard,256-200-090,08-03-2020,42700,56470,56470,01,41,0,2,43820.055,52259.242,0,675,55600,0,5.9200001,184255,52.090656
491,Owen Poole,716-866-896,05-07-2020,45100,59644,59644,01,34,1,2,60425.918,54256.762,3,618,54600,0,6.3899999,208813,62.761284
492,Calvin Brooks,581-700-420,05-05-2020,41600,55015,55015,05,39,0,2,34654.355,47760.922,0,608,44300,71400,6.3600001,196148,42.67511
493,Pete Carlson,431-278-570,07-02-2020,42400,56073,56073,05,35,1,2,44165.652,35115.895,2,634,51900,5200,6.3699999,211594,49.586876
494,Hector Ramirez,227-223-539,07-03-2020,42100,55677,29848,01,37,1,2,32976.914,34361.949,3,629,32900,0,6.2800002,180778,44.424477
495,Micheal Frazier,490-470-562,11-01-2020,46600,61628,24354,01,41,0,3,6549.167,11278.734,0,607,53000,0,6.3200002,184360,27.233633
496,Ronnie Newman,768-306-388,02-05-2020,42200,55809,27762,04,39,1,2,35773.648,25434.842,1,601,43400,141300,7.25,200621,44.524281
497,Archie Daniel,820-254-588,05-03-2020,52400,69298,69298,04,36,0,2,74211.445,76375.906,0,742,61200,0,6.0999999,192910,70.247787
498,Beulah Malone,959-014-611,02-04-2020,41500,54883,54883,05,38,0,2,26587.006,29072.369,0,558,45000,0,6.9499998,182325,37.215496
499,Joanna Douglas,737-813-320,07-06-2020,50000,66124,18538,03,38,1,2,9664.0479,33307.941,3,534,50500,115700,6.4899998,189118,27.826759
500,Joseph Estrada,819-930-258,03-01-2020,42200,55809,55809,01,38,0,2,37731.621,40642.492,0,588,57400,140600,6.8299999,182363,47.971558
